SINGLES_COUNTRY_UND_JAZZ;S;DUDLEY, DAVE; Where Did Everybody;B;80;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DUDLEY, DAVE;George And The Northwoods;A;80;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DUDLEY, DAVE;Six Days On The Road;A;77;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DUDLEY, DAVE;Truck Drivin' Son-Of-A-Gun;B;77;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DUTCH SWING COLLEGE BAND;I've Found a New Baby;B;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;DUTCH SWING COLLEGE BAND;Milord;B;61;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;DUTCH SWING COLLEGE BAND;Waltzing Matilda    ;A;61;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;DUTCH SWING COLLEGE BAND;Way Down Yonder In New Orleans;A;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;EASTWOOD, CLINT;I Talk To the Wind;B;69;Film;ME
SINGLES_COUNTRY_UND_JAZZ;S;EDWARDS, BOBBY;Singing The Blues;A;;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;EDWARDS, BOBBY;What'll I Do Without You;B;;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;EDWARDS, JACKIE;Gotta Learn To Love Again;B;66?;Soul;
SINGLES_COUNTRY_UND_JAZZ;S;EDWARDS, JACKIE;He'll Have To Go;A;66?;Soul;
SINGLES_COUNTRY_UND_JAZZ;S;FENDER, FREDDY;Before The Next Teardrop.;A;74;Country;
SINGLES_COUNTRY_UND_JAZZ;S;FENDER, FREDDY;Waiting For .. Love;B;74;Country;
SINGLES_COUNTRY_UND_JAZZ;S;FITZGERALD, ELLA;Dream Dancing;B;78;BluesJazz;
SINGLES_COUNTRY_UND_JAZZ;S;FITZGERALD, ELLA;I Get a Kick Out of You   ;A;78;BluesJazz;
SINGLES_COUNTRY_UND_JAZZ;S;FITZGERALD, ELLA;Lorelei;B;60;BluesJazz;
SINGLES_COUNTRY_UND_JAZZ;S;FITZGERALD, ELLA;Mack the Knife    ;A;60;BluesJazz;
SINGLES_COUNTRY_UND_JAZZ;S;FORD, CLINTON;Best Job Yet-Made You Mine;B;66;CountryRock;
SINGLES_COUNTRY_UND_JAZZ;S;FORD, CLINTON;Run To The Door;A;66;CountryRock;
SINGLES_COUNTRY_UND_JAZZ;S;FORD, CLINTON;Adios Alita;A;67;CountryRock;
SINGLES_COUNTRY_UND_JAZZ;S;FORD, CLINTON;Dance With A Dolly;B;67;CountryRock;
SINGLES_COUNTRY_UND_JAZZ;S;GERSHWIN      (FILM-MUSIK);I Get Plenty o' Nuttin';B;;;
SINGLES_COUNTRY_UND_JAZZ;S;GERSHWIN      (FILM-MUSIK);Summertime   ;A;;;
SINGLES_COUNTRY_UND_JAZZ;S;GIBSON, DON;I Can't Stop Lovin' You;B;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;GIBSON, DON;Oh Lonesome Me;A;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;GIBSON, DON;Oh Lonesome Me;B;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;GIBSON, DON;Sea Of Heartbreak;A;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;GLENN, LLOYD;Sleigh Ride;B;;;Mix
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Don't Be that Way;B;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Mean to Me  ;B;60;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Mean to Me  King Porter Stomp;B;60;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Sing, Sing, Sing    ;A;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Stardust   ;A;60;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;GOODMAN, BENNY & his ORCHESTRA;Wrappin'  It Up;A;60;Swing;EP
