CD_SAMPLER;CD;Dell Vikings, The;Come Go With Me;Magic Radio;;56;R&R;
CD_SAMPLER;CD;Delmore Brothers, The;Pan American Boogie;Music Of My Life;3;49;Country;
CD_SAMPLER;CD;Denton, Larry;Endless Sleep;Brian Wilson 17;;;Surf;
CD_SAMPLER;CD;Derringer, Rick;Pride and Joy;Hats Off Stevie Ray;;;Bluesrock;
CD_SAMPLER;CD;Dexy's Midnight Runners;Come on Eileen;LEGENDARY ROCK (Coll.);1;82;ROCK;
CD_SAMPLER;CD;Dexy's Midnight Runners;Jackie Wilson Said;ROCK GROUPS (Collect.);1;82;ROCK;
CD_SAMPLER;CD;Diamond, Neil;Cracklin' Rosie;Biggest Hits Live USA;;71;Pfolk;
CD_SAMPLER;CD;Dick Dale & Del-Tones, His;Let's Go Trippin';Surfin' USA;;61;Surf;
CD_SAMPLER;CD;Dickens, Jimmy „Little“;Country Boy;Music Of My Life;2;49;Country;
CD_SAMPLER;CD;Dickens, Jimmy „Little“;My Heart's Bouquet;Music Of My Life;4;49;Country;
CD_SAMPLER;CD;Dirty Dozen Brass Band, The;Don't you Feel my Leg;Southern Blues;1;;Club Sound;
CD_SAMPLER;CD;Dixon, Willie;Spoonful;Southern Blues;1;;Club Sound;
CD_SAMPLER;CD;Dixon, Willie & Was;Dustin' Off the Bass;Wassermann (Trios);;;Blues;
CD_SAMPLER;CD;Dolour;This Whole World;Making God Smile;;2002;;
CD_SAMPLER;CD;Dolphy, Eric;Serene;Somethin' Jazz;;;Jazz;
CD_SAMPLER;CD;Donegan, Lonnie;I Wanna Go Home;Dumb;;;Surf;
CD_SAMPLER;CD;Doobie Brothers, The;Listen to the Music;SOFT ROCK  (Collection);2;72;ROCK;
CD_SAMPLER;CD;Doors, The;Riders on the Storm;NIGHT ROCK (Collection);2;71;ROCK;
CD_SAMPLER;CD;Dorsey, Tommy;You're My Everything;Jazz Session;;;Jazz;
CD_SAMPLER;CD;Dorsey, Tommy (Orchestra);Hucklebuck, The;Music Of My Life;3;49;Instr.;
CD_SAMPLER;CD;Dorsey, Tommy & His Clambake Seven;There's Good Blues Tonight;Jazz Session;;;Jazz;
CD_SAMPLER;CD;Douglas, Meyer & Barenberg;Big Bug Shuffle;Hitze;;;Blues;
CD_SAMPLER;CD;Downbeats, The;China Doll;GEE Story;1;;R & B;
CD_SAMPLER;CD;Drapers, The;You Got to Look Up;GEE Story;2;;R & B;
CD_SAMPLER;CD;Drapers, The;Your Love has gone Away;GEE Story;2;;R & B;
CD_SAMPLER;CD;Duane Eddy;Because They're Young;Burnt by Rock'n Roll;;;R&R;
CD_SAMPLER;CD;Duvals, The;Guide Me;GEE Story;1;;R & B;
CD_SAMPLER;CD;Dyke, Leroy Van;Auctioneer, The;Country Gold;;;Country;
